Y	X	lm.coef	lm.pval	lm.r2
aminoglycoside	Rhinitis	0.0180539465187261	0.11261538436812	0.00227138719863153
beta_lactam	Rhinitis	0.0171453137495246	0.0397538961398148	0.00381033171017227
peptide	Tuberculosis	0.0124178780248554	0.644973918378086	0.000191297446971677
diaminopyrimidine	Tuberculosis	0.00408578522990298	0.918557931474334	9.4890186443158e-06
MLS	Tuberculosis	0.0290837699302029	0.199050477116744	0.00148948323838234
tetracycline	Tuberculosis	0.0196178560253343	0.394064423032638	0.000656009885358197
beta_lactam	Tuberculosis	0.0112705005390944	0.485672368949507	0.000438789842516078
aminocoumarin	Tuberculosis	0.00666069091752122	0.764915872018818	8.09683874088774e-05
phenicol	Tuberculosis	0.0207829619793046	0.558327955652173	0.0003105567195552
aminoglycoside	Tuberculosis	0.0131370755678404	0.551387569149919	0.000320510685355161
multidrug	Tuberculosis	0.0178877388718399	0.244916450305016	0.00120150633062245
phosphonic acid	Tuberculosis	-0.000502779517551232	0.990187976773288	1.33933710209228e-07
rifamycin	Tuberculosis	-0.00250515558698817	0.810328881563864	5.1621910385026e-05
quinolone	Tuberculosis	0.020211886993673	0.464970998534766	0.000482886331027178
beta_lactam	Wheeze	-0.0112681582198664	0.199460828997944	0.00148530442435571
phenicol	Wheeze	-0.0444530438180409	0.0210867377150715	0.00481103463539817
MLS	Wheeze	0.0232779508704459	0.0584404128160728	0.00323119492757873
phosphonic acid	Wheeze	-0.00525549313167968	0.812998458742091	4.95565581936919e-05
tetracycline	Wheeze	0.000826432391851403	0.947330957803021	3.94240651864844e-06
peptide	Wheeze	0.00691269604998757	0.636927168941442	0.000200746860540535
multidrug	Wheeze	0.000523674065507302	0.950065818526016	3.48719913244311e-06
diaminopyrimidine	Wheeze	-0.023379962859329	0.281485040525238	0.00105217143164804
aminocoumarin	Wheeze	-0.00296531930454719	0.806469484150141	5.43449635531648e-05
quinolone	Wheeze	0.00454167457661199	0.76256781709308	8.25662687793174e-05
aminoglycoside	Wheeze	-0.00514879923579993	0.667479103455951	0.000166723368811303
rifamycin	Wheeze	-0.00149272358670637	0.792422523895676	6.20673066732622e-05
